,problem,correct_solution,intermediate_1,intermediate_2
715,"[7, 8, 0, 4] ⋅ [3, 5, 0, 5]",81,21,20
716,"[6, 5, 8, 7] ⋅ [0, 7, 4, 2]",81,0,14
717,"[8, 6, 5, 8] ⋅ [3, 8, 5, 5]",137,24,40
718,"[5, 1, 1, 9] ⋅ [5, 8, 0, 6]",87,25,54
719,"[9, 1, 9, 8] ⋅ [3, 8, 7, 6]",146,27,48
720,"[6, 0, 0, 9] ⋅ [5, 9, 3, 2]",48,30,18
721,"[5, 5, 5, 1] ⋅ [7, 9, 0, 2]",82,35,2
722,"[1, 0, 3, 7] ⋅ [7, 2, 0, 2]",21,7,14
723,"[2, 9, 4, 8] ⋅ [1, 9, 5, 6]",151,2,48
724,"[3, 3, 8, 2] ⋅ [8, 8, 3, 0]",72,24,0
725,"[8, 0, 1, 9] ⋅ [5, 1, 6, 6]",100,40,54
726,"[0, 3, 5, 5] ⋅ [7, 6, 5, 4]",63,0,20
727,"[8, 2, 7, 9] ⋅ [2, 8, 3, 0]",53,16,0
728,"[0, 5, 2, 1] ⋅ [4, 6, 4, 7]",45,0,7
729,"[1, 8, 7, 7] ⋅ [7, 6, 9, 0]",118,7,0
730,"[9, 1, 7, 9] ⋅ [7, 1, 3, 7]",148,63,63
731,"[9, 2, 8, 5] ⋅ [8, 5, 7, 9]",183,72,45
732,"[6, 3, 2, 0] ⋅ [2, 6, 2, 2]",34,12,0
733,"[6, 9, 1, 1] ⋅ [8, 4, 4, 3]",91,48,3
734,"[0, 4, 5, 2] ⋅ [6, 4, 7, 1]",53,0,2
735,"[5, 7, 5, 2] ⋅ [4, 9, 3, 7]",112,20,14
736,"[7, 0, 0, 9] ⋅ [5, 7, 3, 3]",62,35,27
737,"[8, 9, 5, 1] ⋅ [3, 7, 8, 6]",133,24,6
738,"[3, 3, 1, 5] ⋅ [6, 9, 7, 1]",57,18,5
739,"[2, 6, 4, 1] ⋅ [8, 9, 2, 6]",84,16,6
740,"[0, 1, 2, 5] ⋅ [4, 1, 0, 1]",6,0,5
741,"[3, 4, 9, 7] ⋅ [5, 2, 3, 1]",57,15,7
742,"[7, 9, 8, 1] ⋅ [3, 5, 7, 2]",124,21,2
743,"[3, 4, 0, 9] ⋅ [6, 5, 2, 4]",74,18,36
744,"[4, 4, 2, 6] ⋅ [5, 5, 5, 5]",80,20,30
745,"[4, 1, 4, 3] ⋅ [9, 7, 0, 7]",64,36,21
746,"[0, 9, 1, 7] ⋅ [5, 1, 9, 5]",53,0,35
747,"[2, 8, 5, 4] ⋅ [1, 2, 5, 3]",55,2,12
748,"[1, 2, 0, 5] ⋅ [7, 7, 2, 1]",26,7,5
749,"[5, 3, 8, 2] ⋅ [6, 3, 4, 2]",75,30,4
750,"[8, 9, 1, 2] ⋅ [0, 0, 0, 9]",18,0,18
751,"[3, 5, 2, 2] ⋅ [7, 4, 3, 8]",63,21,16
752,"[5, 3, 1, 6] ⋅ [6, 5, 9, 7]",96,30,42
753,"[6, 0, 5, 7] ⋅ [9, 7, 7, 2]",103,54,14
754,"[4, 3, 1, 3] ⋅ [6, 6, 5, 0]",47,24,0
755,"[8, 4, 3, 9] ⋅ [1, 3, 2, 0]",26,8,0
756,"[9, 1, 8, 9] ⋅ [8, 1, 0, 2]",91,72,18
757,"[8, 1, 5, 2] ⋅ [6, 2, 4, 0]",70,48,0
758,"[7, 5, 5, 7] ⋅ [6, 4, 9, 6]",149,42,42
759,"[9, 1, 9, 9] ⋅ [8, 9, 7, 3]",171,72,27
760,"[0, 9, 7, 0] ⋅ [8, 7, 4, 7]",91,0,0
761,"[8, 9, 0, 7] ⋅ [2, 4, 9, 7]",101,16,49
762,"[6, 7, 9, 5] ⋅ [8, 3, 2, 0]",87,48,0
763,"[6, 7, 7, 4] ⋅ [3, 4, 0, 9]",82,18,36
764,"[6, 7, 1, 1] ⋅ [0, 0, 8, 3]",11,0,3
765,"[4, 3, 7, 5] ⋅ [0, 6, 1, 8]",65,0,40
766,"[2, 1, 6, 9] ⋅ [8, 6, 5, 9]",133,16,81
767,"[7, 8, 3, 9] ⋅ [7, 0, 2, 6]",109,49,54
768,"[7, 6, 4, 9] ⋅ [0, 5, 5, 9]",131,0,81
769,"[9, 6, 9, 7] ⋅ [9, 3, 7, 5]",197,81,35
770,"[8, 6, 2, 0] ⋅ [0, 9, 2, 0]",58,0,0
771,"[6, 5, 6, 2] ⋅ [7, 0, 2, 7]",68,42,14
772,"[7, 2, 0, 8] ⋅ [4, 0, 3, 6]",76,28,48
773,"[7, 1, 2, 8] ⋅ [4, 2, 3, 6]",84,28,48
774,"[6, 7, 0, 2] ⋅ [0, 9, 9, 4]",71,0,8
775,"[5, 9, 9, 1] ⋅ [4, 4, 7, 2]",121,20,2
776,"[1, 6, 5, 9] ⋅ [6, 8, 6, 7]",147,6,63
777,"[2, 4, 0, 2] ⋅ [7, 5, 4, 1]",36,14,2
778,"[0, 5, 3, 2] ⋅ [6, 4, 5, 9]",53,0,18
779,"[2, 9, 3, 7] ⋅ [4, 1, 8, 8]",97,8,56
780,"[9, 3, 3, 5] ⋅ [4, 8, 1, 9]",108,36,45
781,"[4, 6, 8, 1] ⋅ [4, 8, 2, 2]",82,16,2
782,"[1, 8, 7, 3] ⋅ [5, 3, 5, 4]",76,5,12
783,"[6, 4, 7, 5] ⋅ [7, 7, 9, 5]",158,42,25
784,"[1, 5, 5, 0] ⋅ [9, 4, 1, 4]",34,9,0
785,"[3, 7, 2, 4] ⋅ [1, 3, 8, 6]",64,3,24
786,"[1, 3, 6, 0] ⋅ [2, 1, 2, 3]",17,2,0
787,"[0, 2, 3, 6] ⋅ [8, 3, 1, 9]",63,0,54
788,"[2, 2, 2, 3] ⋅ [2, 1, 6, 8]",42,4,24
789,"[0, 3, 1, 3] ⋅ [8, 3, 6, 3]",24,0,9
790,"[3, 9, 7, 7] ⋅ [0, 8, 5, 0]",107,0,0
791,"[2, 1, 5, 1] ⋅ [1, 9, 1, 7]",23,2,7
792,"[0, 5, 9, 7] ⋅ [4, 5, 4, 6]",103,0,42
793,"[1, 0, 4, 0] ⋅ [9, 2, 7, 2]",37,9,0
794,"[7, 2, 9, 0] ⋅ [1, 8, 0, 8]",23,7,0
795,"[5, 8, 0, 1] ⋅ [0, 1, 8, 8]",16,0,8
796,"[8, 5, 0, 7] ⋅ [5, 2, 1, 9]",113,40,63
797,"[6, 8, 2, 3] ⋅ [4, 7, 8, 5]",111,24,15
798,"[5, 3, 5, 5] ⋅ [8, 8, 4, 4]",104,40,20
799,"[9, 2, 3, 3] ⋅ [9, 3, 3, 1]",99,81,3
800,"[1, 2, 6, 8] ⋅ [6, 7, 9, 6]",122,6,48
801,"[0, 7, 7, 8] ⋅ [1, 0, 4, 2]",44,0,16
802,"[5, 5, 5, 9] ⋅ [0, 3, 2, 6]",79,0,54
803,"[2, 6, 8, 8] ⋅ [3, 9, 0, 4]",92,6,32
804,"[6, 6, 9, 2] ⋅ [9, 9, 9, 3]",195,54,6
805,"[7, 9, 4, 0] ⋅ [3, 5, 6, 8]",90,21,0
806,"[6, 8, 1, 6] ⋅ [1, 4, 9, 4]",71,6,24
807,"[5, 7, 7, 9] ⋅ [0, 0, 1, 7]",70,0,63
808,"[8, 0, 2, 3] ⋅ [0, 6, 2, 9]",31,0,27
809,"[9, 3, 0, 8] ⋅ [4, 0, 6, 3]",60,36,24
810,"[2, 1, 3, 5] ⋅ [0, 8, 5, 2]",33,0,10
811,"[3, 8, 4, 1] ⋅ [4, 8, 0, 8]",84,12,8
812,"[4, 7, 2, 2] ⋅ [0, 1, 7, 9]",39,0,18
813,"[4, 6, 8, 0] ⋅ [1, 9, 8, 7]",122,4,0
814,"[8, 0, 2, 0] ⋅ [8, 5, 7, 4]",78,64,0
815,"[4, 0, 6, 1] ⋅ [0, 0, 2, 5]",17,0,5
816,"[0, 4, 6, 3] ⋅ [2, 5, 6, 0]",56,0,0
817,"[5, 3, 6, 2] ⋅ [3, 1, 5, 0]",48,15,0
818,"[5, 2, 6, 5] ⋅ [6, 4, 2, 0]",50,30,0
819,"[7, 8, 2, 5] ⋅ [7, 2, 1, 9]",112,49,45
820,"[2, 9, 8, 0] ⋅ [2, 5, 1, 7]",57,4,0
821,"[7, 4, 4, 2] ⋅ [8, 6, 8, 2]",116,56,4
822,"[6, 8, 9, 2] ⋅ [7, 3, 8, 8]",154,42,16
823,"[1, 0, 8, 9] ⋅ [4, 2, 9, 7]",139,4,63
824,"[8, 5, 0, 1] ⋅ [8, 8, 1, 7]",111,64,7
825,"[0, 6, 1, 2] ⋅ [7, 5, 5, 2]",39,0,4
826,"[2, 9, 2, 2] ⋅ [7, 4, 2, 4]",62,14,8
827,"[3, 7, 1, 2] ⋅ [1, 2, 9, 7]",40,3,14
828,"[6, 3, 1, 5] ⋅ [8, 9, 2, 1]",82,48,5
829,"[7, 0, 1, 1] ⋅ [0, 2, 2, 4]",6,0,4
830,"[2, 1, 0, 6] ⋅ [8, 6, 8, 8]",70,16,48
831,"[5, 7, 9, 2] ⋅ [6, 5, 9, 5]",156,30,10
832,"[4, 3, 0, 5] ⋅ [2, 6, 8, 0]",26,8,0
833,"[0, 4, 3, 3] ⋅ [3, 4, 5, 4]",43,0,12
834,"[2, 1, 2, 8] ⋅ [4, 8, 4, 5]",64,8,40
835,"[6, 1, 6, 7] ⋅ [2, 0, 6, 8]",104,12,56
836,"[9, 5, 8, 1] ⋅ [6, 6, 8, 3]",151,54,3
837,"[5, 4, 6, 9] ⋅ [0, 8, 6, 5]",113,0,45
838,"[4, 5, 4, 8] ⋅ [5, 1, 1, 1]",37,20,8
839,"[2, 0, 5, 7] ⋅ [5, 5, 3, 3]",46,10,21
840,"[7, 8, 5, 3] ⋅ [0, 4, 9, 0]",77,0,0
841,"[6, 1, 9, 1] ⋅ [5, 2, 7, 7]",102,30,7
842,"[1, 4, 0, 4] ⋅ [6, 4, 3, 6]",46,6,24
843,"[6, 9, 5, 4] ⋅ [1, 3, 6, 6]",87,6,24
844,"[7, 8, 0, 8] ⋅ [1, 6, 5, 3]",79,7,24
845,"[5, 3, 7, 8] ⋅ [1, 3, 3, 8]",99,5,64
846,"[9, 7, 8, 2] ⋅ [8, 5, 6, 3]",161,72,6
847,"[8, 4, 7, 5] ⋅ [3, 9, 5, 7]",130,24,35
848,"[0, 6, 6, 2] ⋅ [4, 8, 5, 2]",82,0,4
849,"[6, 2, 1, 6] ⋅ [0, 2, 0, 0]",4,0,0
850,"[4, 2, 3, 1] ⋅ [6, 1, 3, 9]",44,24,9
851,"[0, 2, 7, 8] ⋅ [0, 9, 4, 2]",62,0,16
852,"[0, 2, 4, 0] ⋅ [2, 3, 4, 0]",22,0,0
853,"[8, 3, 8, 3] ⋅ [4, 8, 8, 3]",129,32,9
854,"[7, 0, 1, 6] ⋅ [4, 9, 5, 7]",75,28,42
855,"[2, 5, 7, 0] ⋅ [6, 7, 7, 2]",96,12,0
856,"[6, 3, 0, 8] ⋅ [7, 7, 9, 4]",95,42,32
857,"[7, 1, 8, 2] ⋅ [3, 1, 1, 2]",34,21,4
858,"[9, 6, 7, 9] ⋅ [7, 7, 2, 9]",200,63,81
859,"[3, 7, 3, 1] ⋅ [2, 3, 6, 2]",47,6,2
860,"[6, 8, 0, 4] ⋅ [3, 0, 2, 5]",38,18,20
861,"[0, 3, 1, 4] ⋅ [6, 3, 5, 4]",30,0,16
862,"[2, 1, 9, 9] ⋅ [3, 1, 4, 1]",52,6,9
863,"[5, 1, 2, 4] ⋅ [7, 9, 2, 6]",72,35,24
864,"[3, 1, 7, 5] ⋅ [7, 2, 9, 8]",126,21,40
865,"[0, 4, 4, 5] ⋅ [7, 4, 4, 5]",57,0,25
866,"[5, 6, 8, 5] ⋅ [3, 2, 8, 6]",121,15,30
867,"[7, 8, 6, 2] ⋅ [6, 8, 0, 0]",106,42,0
868,"[1, 1, 4, 8] ⋅ [2, 4, 8, 9]",110,2,72
869,"[2, 3, 3, 2] ⋅ [9, 3, 8, 0]",51,18,0
870,"[7, 4, 6, 6] ⋅ [3, 4, 8, 9]",139,21,54
871,"[0, 9, 4, 4] ⋅ [4, 7, 5, 3]",95,0,12
872,"[2, 9, 2, 9] ⋅ [4, 4, 0, 8]",116,8,72
873,"[6, 8, 9, 6] ⋅ [8, 3, 0, 6]",108,48,36
874,"[2, 3, 9, 5] ⋅ [3, 1, 0, 6]",39,6,30
875,"[5, 2, 9, 6] ⋅ [8, 2, 6, 2]",110,40,12
876,"[5, 9, 5, 8] ⋅ [4, 7, 7, 2]",134,20,16
877,"[0, 4, 6, 4] ⋅ [9, 4, 9, 8]",102,0,32
878,"[6, 0, 4, 4] ⋅ [1, 7, 8, 7]",66,6,28
879,"[7, 3, 9, 0] ⋅ [1, 8, 4, 6]",67,7,0
880,"[6, 7, 2, 0] ⋅ [1, 9, 2, 7]",73,6,0
881,"[9, 2, 1, 1] ⋅ [3, 9, 1, 2]",48,27,2
882,"[6, 9, 7, 5] ⋅ [6, 4, 7, 4]",141,36,20
883,"[5, 8, 3, 2] ⋅ [5, 6, 8, 5]",107,25,10
884,"[2, 1, 9, 2] ⋅ [5, 0, 4, 8]",62,10,16
885,"[2, 6, 8, 4] ⋅ [8, 1, 5, 5]",82,16,20
886,"[1, 7, 6, 7] ⋅ [5, 3, 8, 0]",74,5,0
887,"[3, 4, 7, 9] ⋅ [3, 5, 5, 2]",82,9,18
888,"[7, 0, 7, 0] ⋅ [3, 2, 5, 3]",56,21,0
889,"[3, 1, 5, 4] ⋅ [5, 7, 4, 5]",62,15,20
890,"[3, 3, 0, 9] ⋅ [2, 7, 9, 3]",54,6,27
891,"[4, 5, 6, 8] ⋅ [9, 8, 8, 8]",188,36,64
892,"[0, 1, 3, 1] ⋅ [7, 7, 7, 3]",31,0,3
893,"[4, 4, 7, 5] ⋅ [8, 1, 4, 4]",84,32,20
894,"[0, 2, 5, 5] ⋅ [9, 6, 2, 1]",27,0,5
895,"[3, 5, 9, 7] ⋅ [6, 1, 5, 9]",131,18,63
896,"[8, 4, 2, 7] ⋅ [6, 4, 9, 7]",131,48,49
897,"[3, 2, 7, 5] ⋅ [4, 6, 8, 8]",120,12,40
898,"[9, 5, 0, 8] ⋅ [8, 6, 9, 6]",150,72,48
899,"[1, 2, 1, 4] ⋅ [4, 1, 6, 5]",32,4,20
900,"[6, 6, 0, 1] ⋅ [6, 2, 1, 6]",54,36,6
901,"[8, 5, 9, 2] ⋅ [0, 4, 0, 5]",30,0,10
902,"[6, 7, 8, 3] ⋅ [3, 5, 0, 5]",68,18,15
903,"[7, 6, 4, 1] ⋅ [3, 5, 0, 0]",51,21,0
904,"[3, 2, 8, 7] ⋅ [1, 3, 7, 0]",65,3,0
905,"[7, 7, 5, 2] ⋅ [9, 4, 1, 8]",112,63,16
906,"[5, 4, 1, 6] ⋅ [4, 4, 2, 6]",74,20,36
907,"[0, 2, 7, 3] ⋅ [1, 4, 3, 6]",47,0,18
908,"[3, 4, 6, 7] ⋅ [7, 8, 3, 2]",85,21,14
909,"[0, 8, 4, 1] ⋅ [9, 1, 5, 2]",30,0,2
910,"[2, 6, 4, 0] ⋅ [4, 9, 5, 1]",82,8,0
911,"[8, 0, 5, 8] ⋅ [6, 9, 8, 9]",160,48,72
912,"[0, 8, 2, 1] ⋅ [2, 1, 0, 3]",11,0,3
913,"[7, 8, 0, 8] ⋅ [4, 0, 3, 4]",60,28,32
914,"[8, 3, 4, 8] ⋅ [0, 4, 1, 2]",32,0,16
915,"[3, 1, 4, 3] ⋅ [4, 9, 7, 8]",73,12,24
916,"[7, 5, 3, 6] ⋅ [5, 4, 2, 5]",91,35,30
917,"[6, 3, 9, 5] ⋅ [5, 8, 8, 1]",131,30,5
918,"[8, 4, 0, 3] ⋅ [3, 5, 6, 0]",44,24,0
919,"[1, 3, 2, 9] ⋅ [2, 2, 3, 3]",41,2,27
920,"[5, 2, 9, 2] ⋅ [8, 5, 1, 9]",77,40,18
921,"[0, 1, 1, 8] ⋅ [8, 1, 0, 4]",33,0,32
922,"[7, 0, 9, 2] ⋅ [0, 4, 5, 1]",47,0,2
923,"[0, 6, 3, 0] ⋅ [0, 4, 1, 1]",27,0,0
924,"[9, 0, 8, 4] ⋅ [4, 2, 9, 1]",112,36,4
925,"[9, 5, 7, 8] ⋅ [1, 5, 4, 2]",78,9,16
926,"[8, 8, 0, 6] ⋅ [7, 1, 9, 4]",88,56,24
927,"[9, 3, 5, 6] ⋅ [1, 6, 8, 1]",73,9,6
928,"[6, 8, 6, 9] ⋅ [7, 1, 5, 7]",143,42,63
929,"[8, 2, 4, 2] ⋅ [2, 1, 8, 2]",54,16,4
930,"[2, 6, 8, 5] ⋅ [3, 2, 0, 9]",63,6,45
931,"[0, 5, 7, 9] ⋅ [1, 5, 5, 7]",123,0,63
932,"[8, 9, 5, 8] ⋅ [6, 1, 2, 2]",83,48,16
933,"[0, 8, 1, 2] ⋅ [1, 2, 7, 5]",33,0,10
934,"[9, 5, 0, 4] ⋅ [6, 8, 5, 9]",130,54,36
935,"[3, 9, 7, 0] ⋅ [1, 2, 0, 3]",21,3,0
936,"[6, 4, 1, 4] ⋅ [9, 1, 5, 1]",67,54,4
937,"[2, 0, 5, 7] ⋅ [4, 9, 2, 1]",25,8,7
938,"[4, 4, 5, 7] ⋅ [1, 8, 7, 3]",92,4,21
939,"[1, 8, 7, 0] ⋅ [9, 2, 3, 9]",46,9,0
940,"[8, 0, 6, 2] ⋅ [0, 7, 4, 6]",36,0,12
941,"[3, 7, 4, 9] ⋅ [1, 1, 3, 3]",49,3,27
942,"[9, 9, 1, 0] ⋅ [0, 7, 9, 9]",72,0,0
943,"[1, 5, 8, 7] ⋅ [6, 8, 9, 3]",139,6,21
944,"[4, 6, 3, 0] ⋅ [2, 3, 5, 5]",41,8,0
945,"[6, 4, 6, 5] ⋅ [5, 8, 8, 2]",120,30,10
946,"[9, 6, 3, 4] ⋅ [5, 6, 1, 5]",104,45,20
947,"[2, 4, 9, 1] ⋅ [4, 6, 3, 3]",62,8,3
948,"[7, 7, 6, 8] ⋅ [6, 0, 4, 5]",106,42,40
949,"[2, 8, 0, 3] ⋅ [3, 4, 0, 9]",65,6,27
950,"[1, 7, 7, 9] ⋅ [1, 3, 0, 2]",40,1,18
951,"[3, 5, 6, 3] ⋅ [9, 1, 6, 3]",77,27,9
952,"[9, 2, 8, 3] ⋅ [5, 1, 4, 6]",97,45,18
953,"[5, 8, 1, 2] ⋅ [7, 1, 3, 8]",62,35,16
954,"[1, 5, 1, 5] ⋅ [6, 8, 7, 5]",78,6,25
955,"[5, 0, 1, 3] ⋅ [8, 2, 7, 8]",71,40,24
956,"[8, 0, 6, 8] ⋅ [2, 0, 8, 3]",88,16,24
957,"[0, 2, 9, 4] ⋅ [0, 3, 2, 4]",40,0,16
958,"[7, 0, 3, 6] ⋅ [2, 7, 8, 9]",92,14,54
959,"[7, 9, 8, 8] ⋅ [3, 4, 7, 5]",153,21,40
960,"[6, 7, 5, 0] ⋅ [3, 6, 9, 5]",105,18,0
961,"[9, 0, 6, 1] ⋅ [4, 1, 3, 6]",60,36,6
962,"[3, 8, 7, 1] ⋅ [1, 5, 8, 5]",104,3,5
963,"[8, 1, 6, 4] ⋅ [0, 7, 2, 9]",55,0,36
964,"[2, 1, 8, 6] ⋅ [6, 0, 7, 3]",86,12,18
965,"[4, 6, 1, 0] ⋅ [1, 2, 5, 1]",21,4,0
966,"[6, 4, 0, 3] ⋅ [0, 9, 0, 3]",45,0,9
967,"[0, 2, 5, 7] ⋅ [1, 4, 7, 4]",71,0,28
968,"[8, 1, 8, 7] ⋅ [4, 4, 5, 1]",83,32,7
969,"[8, 6, 3, 8] ⋅ [8, 3, 0, 1]",90,64,8
970,"[9, 6, 4, 1] ⋅ [1, 2, 4, 5]",42,9,5
971,"[2, 1, 8, 4] ⋅ [7, 1, 8, 1]",83,14,4
972,"[4, 9, 8, 4] ⋅ [0, 5, 8, 2]",117,0,8
973,"[8, 6, 5, 7] ⋅ [1, 5, 7, 0]",73,8,0
974,"[7, 0, 9, 1] ⋅ [8, 1, 6, 7]",117,56,7
975,"[6, 8, 1, 7] ⋅ [2, 5, 7, 9]",122,12,63
976,"[3, 2, 7, 1] ⋅ [9, 3, 0, 6]",39,27,6
977,"[8, 0, 4, 8] ⋅ [9, 6, 0, 2]",88,72,16
978,"[8, 8, 4, 7] ⋅ [1, 6, 7, 0]",84,8,0
979,"[5, 6, 3, 0] ⋅ [9, 4, 5, 5]",84,45,0
980,"[8, 0, 9, 2] ⋅ [4, 5, 1, 6]",53,32,12
981,"[4, 5, 3, 3] ⋅ [3, 1, 2, 5]",38,12,15
982,"[6, 6, 8, 7] ⋅ [0, 7, 4, 5]",109,0,35
983,"[2, 0, 6, 9] ⋅ [7, 2, 4, 6]",92,14,54
984,"[6, 4, 2, 4] ⋅ [6, 5, 7, 6]",94,36,24
985,"[6, 4, 9, 3] ⋅ [2, 6, 4, 7]",93,12,21
986,"[3, 3, 2, 8] ⋅ [6, 6, 1, 4]",70,18,32
987,"[0, 8, 5, 6] ⋅ [5, 5, 3, 8]",103,0,48
988,"[7, 8, 7, 5] ⋅ [3, 8, 6, 0]",127,21,0
989,"[1, 3, 1, 8] ⋅ [2, 5, 9, 4]",58,2,32
990,"[3, 7, 7, 0] ⋅ [5, 4, 9, 7]",106,15,0
991,"[3, 1, 2, 2] ⋅ [8, 5, 2, 4]",41,24,8
992,"[4, 2, 8, 6] ⋅ [0, 0, 8, 2]",76,0,12
993,"[7, 9, 7, 8] ⋅ [7, 6, 6, 7]",201,49,56
994,"[9, 2, 6, 2] ⋅ [0, 6, 0, 0]",12,0,0
995,"[9, 4, 6, 9] ⋅ [3, 8, 8, 4]",143,27,36
996,"[8, 8, 4, 0] ⋅ [1, 3, 8, 3]",64,8,0
997,"[3, 7, 9, 7] ⋅ [6, 3, 8, 3]",132,18,21
998,"[5, 5, 0, 5] ⋅ [9, 3, 6, 9]",105,45,45
999,"[8, 2, 8, 2] ⋅ [5, 3, 0, 8]",62,40,16
