,problem,correct_solution,intermediate_1,intermediate_2
789,"[9, -2, -4] ⋅ [4, 0, 4]",20,36,-16
790,"[-1, -4, 8] ⋅ [-9, -3, 0]",21,9,0
791,"[8, 4, -6] ⋅ [0, 8, -9]",86,0,54
792,"[-2, 8, 5] ⋅ [4, -7, -9]",-109,-8,-45
793,"[-4, 9, 9] ⋅ [-10, 5, 2]",103,40,18
794,"[6, -5, 0] ⋅ [-9, -8, 1]",-14,-54,0
795,"[-9, -2, 5] ⋅ [-6, -10, -9]",29,54,-45
796,"[9, 3, 8] ⋅ [0, -3, -3]",-33,0,-24
797,"[5, -2, -8] ⋅ [-3, 4, 0]",-23,-15,0
798,"[-5, -5, -1] ⋅ [-10, -1, -10]",65,50,10
799,"[3, 0, -4] ⋅ [-1, 6, -10]",37,-3,40
800,"[7, 9, 4] ⋅ [8, -2, -3]",26,56,-12
801,"[8, -7, 3] ⋅ [-1, 3, 5]",-14,-8,15
802,"[-7, 2, 8] ⋅ [1, 7, -3]",-17,-7,-24
803,"[1, 5, 8] ⋅ [4, 3, -10]",-61,4,-80
804,"[5, -8, 1] ⋅ [0, -6, -5]",43,0,-5
805,"[4, -4, -2] ⋅ [-8, 0, -4]",-24,-32,8
806,"[9, 7, -9] ⋅ [-9, 2, 4]",-103,-81,-36
807,"[2, 3, -10] ⋅ [-8, -6, -10]",66,-16,100
808,"[9, 1, -6] ⋅ [0, -8, 5]",-38,0,-30
809,"[0, 4, 1] ⋅ [8, -8, 6]",-26,0,6
810,"[1, -4, 0] ⋅ [-2, -4, 7]",14,-2,0
811,"[-5, -10, 5] ⋅ [7, -2, 1]",-10,-35,5
812,"[-7, -5, 7] ⋅ [-5, -10, -8]",29,35,-56
813,"[-2, -2, 5] ⋅ [1, 8, -10]",-68,-2,-50
814,"[5, 7, -6] ⋅ [2, 8, -2]",78,10,12
815,"[3, 4, 5] ⋅ [-2, -5, -8]",-66,-6,-40
816,"[-1, -6, -3] ⋅ [-7, 0, -1]",10,7,3
817,"[6, 4, 0] ⋅ [-2, -10, -1]",-52,-12,0
818,"[9, -1, 0] ⋅ [-9, 5, -7]",-86,-81,0
819,"[5, 4, 5] ⋅ [-8, 9, -5]",-29,-40,-25
820,"[-1, -4, 3] ⋅ [8, 2, 9]",11,-8,27
821,"[-9, -8, -1] ⋅ [3, -7, 3]",26,-27,-3
822,"[-7, 9, 3] ⋅ [2, 1, 3]",4,-14,9
823,"[-1, -1, -5] ⋅ [9, -9, 1]",-5,-9,-5
824,"[7, -9, 7] ⋅ [8, 3, -6]",-13,56,-42
825,"[-10, 6, -8] ⋅ [-4, 4, 5]",24,40,-40
826,"[-10, -9, 2] ⋅ [-2, -10, 9]",128,20,18
827,"[-6, 9, -7] ⋅ [3, 8, 6]",12,-18,-42
828,"[2, 8, -1] ⋅ [7, 3, -3]",41,14,3
829,"[-8, -5, 4] ⋅ [-6, -10, 4]",114,48,16
830,"[0, -9, 3] ⋅ [-6, -1, 5]",24,0,15
831,"[-5, -1, -5] ⋅ [3, 2, 5]",-42,-15,-25
832,"[1, 2, -8] ⋅ [1, 1, -6]",51,1,48
833,"[8, 0, -7] ⋅ [8, 8, -1]",71,64,7
834,"[0, 0, 6] ⋅ [3, -8, -4]",-24,0,-24
835,"[-5, 2, 3] ⋅ [2, -7, -9]",-51,-10,-27
836,"[-8, -8, -7] ⋅ [2, 7, -3]",-51,-16,21
837,"[2, -8, -7] ⋅ [0, -2, -3]",37,0,21
838,"[3, -6, 8] ⋅ [7, -9, 2]",91,21,16
839,"[-4, 0, 5] ⋅ [0, 2, 8]",40,0,40
840,"[8, -10, 6] ⋅ [-7, 5, 1]",-100,-56,6
841,"[-9, -8, -4] ⋅ [-2, 9, -5]",-34,18,20
842,"[-10, 6, 4] ⋅ [-2, -8, 3]",-16,20,12
843,"[-2, 4, 7] ⋅ [9, 3, -10]",-76,-18,-70
844,"[-6, -4, 5] ⋅ [9, -6, -2]",-40,-54,-10
845,"[5, -10, 7] ⋅ [-6, -5, -1]",13,-30,-7
846,"[7, -4, -3] ⋅ [-7, 7, 6]",-95,-49,-18
847,"[8, -3, 5] ⋅ [7, 6, 1]",43,56,5
848,"[-9, -6, -3] ⋅ [-6, -7, 4]",84,54,-12
849,"[9, -3, 3] ⋅ [-1, -2, -7]",-24,-9,-21
850,"[-9, -1, -7] ⋅ [3, 8, 0]",-35,-27,0
851,"[-5, 5, -9] ⋅ [6, 2, -1]",-11,-30,9
852,"[9, 4, 7] ⋅ [-4, -5, 6]",-14,-36,42
853,"[-6, 7, -2] ⋅ [-6, 2, 6]",38,36,-12
854,"[-7, 0, -9] ⋅ [3, 4, 7]",-84,-21,-63
855,"[7, 9, 5] ⋅ [2, -3, -1]",-18,14,-5
856,"[-8, -2, -9] ⋅ [4, 4, -7]",23,-32,63
857,"[0, -8, 8] ⋅ [8, 6, 2]",-32,0,16
858,"[8, -8, -2] ⋅ [-4, 7, 8]",-104,-32,-16
859,"[9, -3, -5] ⋅ [-3, 7, -2]",-38,-27,10
860,"[9, 5, -7] ⋅ [-3, 7, 1]",1,-27,-7
861,"[-1, -5, 3] ⋅ [7, 1, 9]",15,-7,27
862,"[-1, -9, 2] ⋅ [9, -6, -6]",33,-9,-12
863,"[5, 5, 1] ⋅ [-3, 2, -7]",-12,-15,-7
864,"[-5, -6, 2] ⋅ [-10, -3, 3]",74,50,6
865,"[7, 9, -7] ⋅ [5, -4, -1]",6,35,7
866,"[-9, 2, -2] ⋅ [8, -7, -2]",-82,-72,4
867,"[8, 6, -5] ⋅ [6, -10, -1]",-7,48,5
868,"[-3, -1, 2] ⋅ [6, -1, -9]",-35,-18,-18
869,"[-10, -6, 9] ⋅ [9, 5, -3]",-147,-90,-27
870,"[-6, 5, 8] ⋅ [-1, 0, 1]",14,6,8
871,"[8, -9, -6] ⋅ [-9, -10, 1]",12,-72,-6
872,"[8, 9, -1] ⋅ [8, 6, -9]",127,64,9
873,"[9, -10, 0] ⋅ [-2, 4, 5]",-58,-18,0
874,"[-7, -5, -3] ⋅ [5, 2, -5]",-30,-35,15
875,"[5, -5, 4] ⋅ [8, -8, 7]",108,40,28
876,"[7, -5, -1] ⋅ [0, -8, 6]",34,0,-6
877,"[0, -7, -6] ⋅ [-8, -6, -8]",90,0,48
878,"[7, -2, -1] ⋅ [-6, 2, -9]",-37,-42,9
879,"[-1, -7, -7] ⋅ [-9, -7, 5]",23,9,-35
880,"[-5, -6, -8] ⋅ [2, -5, -7]",76,-10,56
881,"[8, 1, -3] ⋅ [-3, -8, -10]",-2,-24,30
882,"[0, 7, 6] ⋅ [7, -4, 5]",2,0,30
883,"[-8, -1, -3] ⋅ [-1, 2, 4]",-6,8,-12
884,"[-7, 0, 8] ⋅ [-5, 2, 2]",51,35,16
885,"[-10, 1, -3] ⋅ [7, -6, -3]",-67,-70,9
886,"[-3, -4, 9] ⋅ [-7, -7, -5]",4,21,-45
887,"[1, 0, 8] ⋅ [0, 1, -8]",-64,0,-64
888,"[-5, 1, -1] ⋅ [3, 6, -6]",-3,-15,6
889,"[1, 0, 0] ⋅ [9, 2, -9]",9,9,0
890,"[-5, 4, -2] ⋅ [3, -7, -9]",-25,-15,18
891,"[-5, 7, -1] ⋅ [-3, -6, 7]",-34,15,-7
892,"[-9, -10, 6] ⋅ [0, -4, 2]",52,0,12
893,"[-3, 3, -2] ⋅ [7, 4, -9]",9,-21,18
894,"[-5, 1, 8] ⋅ [-5, 8, -6]",-15,25,-48
895,"[-10, -9, 7] ⋅ [-4, -1, 4]",77,40,28
896,"[7, 6, 9] ⋅ [-7, 7, -4]",-43,-49,-36
897,"[4, -4, -5] ⋅ [7, 4, -7]",47,28,35
898,"[-10, 8, -10] ⋅ [-9, -6, 9]",-48,90,-90
899,"[-9, -9, -8] ⋅ [-9, -5, -1]",134,81,8
900,"[-7, 3, -10] ⋅ [9, 1, -8]",20,-63,80
901,"[7, 5, -9] ⋅ [0, 7, -1]",44,0,9
902,"[2, -10, 3] ⋅ [-5, -3, -4]",8,-10,-12
903,"[-2, -9, 0] ⋅ [-2, 6, -10]",-50,4,0
904,"[-4, 4, 8] ⋅ [-6, 0, 0]",24,24,0
905,"[-9, 9, 3] ⋅ [-9, -5, 4]",48,81,12
906,"[7, 9, -2] ⋅ [6, -10, -6]",-36,42,12
907,"[-1, 0, 0] ⋅ [5, -6, -8]",-5,-5,0
908,"[2, -10, 4] ⋅ [-7, -8, 4]",82,-14,16
909,"[7, -7, 8] ⋅ [4, 8, -10]",-108,28,-80
910,"[-2, -1, -2] ⋅ [-1, -3, -9]",23,2,18
911,"[-3, -6, 8] ⋅ [7, 1, 2]",-11,-21,16
912,"[7, -9, 5] ⋅ [0, 7, 9]",-18,0,45
913,"[-8, -7, -9] ⋅ [-10, -7, 0]",129,80,0
914,"[-3, 8, 0] ⋅ [-10, -6, 0]",-18,30,0
915,"[1, -2, 3] ⋅ [-5, -2, 8]",23,-5,24
916,"[9, -3, -2] ⋅ [2, -4, 2]",26,18,-4
917,"[7, -8, -3] ⋅ [-7, -4, -4]",-5,-49,12
918,"[7, -8, -5] ⋅ [4, 8, -4]",-16,28,20
919,"[-2, 0, 9] ⋅ [0, 1, 8]",72,0,72
920,"[-3, 6, 1] ⋅ [-7, 4, -4]",41,21,-4
921,"[-2, 4, -7] ⋅ [0, 0, 8]",-56,0,-56
922,"[-6, 6, -7] ⋅ [0, -7, 5]",-77,0,-35
923,"[1, 8, 3] ⋅ [-10, -6, -8]",-82,-10,-24
924,"[-10, -2, -1] ⋅ [5, 1, 1]",-53,-50,-1
925,"[-4, -6, 8] ⋅ [0, 1, 2]",10,0,16
926,"[-3, -10, 2] ⋅ [0, 6, 8]",-44,0,16
927,"[-4, 1, 8] ⋅ [-7, -2, 9]",98,28,72
928,"[-9, 1, -1] ⋅ [3, -9, -3]",-33,-27,3
929,"[7, -5, 3] ⋅ [-7, -1, -7]",-65,-49,-21
930,"[5, -8, 7] ⋅ [3, -4, -9]",-16,15,-63
931,"[-3, 9, 5] ⋅ [-9, 8, -8]",59,27,-40
932,"[-3, 3, -4] ⋅ [6, -9, -7]",-17,-18,28
933,"[8, 4, 6] ⋅ [1, 1, -6]",-24,8,-36
934,"[5, -5, -6] ⋅ [1, 9, 6]",-76,5,-36
935,"[1, -3, 6] ⋅ [9, 2, -1]",-3,9,-6
936,"[-10, 2, -2] ⋅ [-10, -2, -6]",108,100,12
937,"[-3, -10, 6] ⋅ [-3, -1, -5]",-11,9,-30
938,"[-1, 5, 6] ⋅ [7, 7, -6]",-8,-7,-36
939,"[5, -5, 9] ⋅ [-1, 9, -9]",-131,-5,-81
940,"[7, -9, 2] ⋅ [-1, 1, -5]",-26,-7,-10
941,"[-2, -10, -10] ⋅ [8, 1, -1]",-16,-16,10
942,"[-4, 5, -4] ⋅ [-5, 1, 0]",25,20,0
943,"[-10, 1, 2] ⋅ [-5, -5, 9]",63,50,18
944,"[-3, -3, 6] ⋅ [7, -4, -6]",-45,-21,-36
945,"[5, 3, -5] ⋅ [-8, 8, -7]",19,-40,35
946,"[-2, 1, -8] ⋅ [-4, -1, 1]",-1,8,-8
947,"[-9, 7, -3] ⋅ [5, -2, -10]",-29,-45,30
948,"[6, 0, 1] ⋅ [1, -6, 4]",10,6,4
949,"[-7, 2, 5] ⋅ [-8, -5, -2]",36,56,-10
950,"[-8, -7, 7] ⋅ [-5, -5, -6]",33,40,-42
951,"[-5, 7, -3] ⋅ [1, 8, 9]",24,-5,-27
952,"[-9, 4, -6] ⋅ [2, -3, -9]",24,-18,54
953,"[2, -8, 3] ⋅ [0, -5, -10]",10,0,-30
954,"[-1, -9, -9] ⋅ [-1, 1, -9]",73,1,81
955,"[7, -10, -4] ⋅ [8, 9, 1]",-38,56,-4
956,"[-10, 6, 8] ⋅ [4, 7, 6]",50,-40,48
957,"[7, -1, -7] ⋅ [7, 9, 0]",40,49,0
958,"[-10, -4, 1] ⋅ [-4, -5, -8]",52,40,-8
959,"[9, -3, 5] ⋅ [-1, -1, -3]",-21,-9,-15
960,"[-9, -3, -9] ⋅ [6, 6, -5]",-27,-54,45
961,"[-9, 9, 6] ⋅ [-3, -6, 4]",-3,27,24
962,"[-2, 8, 2] ⋅ [-8, 8, -1]",78,16,-2
963,"[7, 5, -10] ⋅ [-5, -3, 1]",-60,-35,-10
964,"[0, 5, 2] ⋅ [6, -7, -5]",-45,0,-10
965,"[7, 1, 9] ⋅ [7, -10, -3]",12,49,-27
966,"[0, -6, 0] ⋅ [-9, -7, 4]",42,0,0
967,"[-6, 6, 1] ⋅ [-5, -4, 1]",7,30,1
968,"[-5, -8, -8] ⋅ [-7, -4, 3]",43,35,-24
969,"[-9, 0, -9] ⋅ [-6, 6, -7]",117,54,63
970,"[-1, -2, 9] ⋅ [7, -8, 5]",54,-7,45
971,"[-7, -6, -4] ⋅ [-5, 2, 3]",11,35,-12
972,"[-10, 0, 0] ⋅ [-4, 6, 1]",40,40,0
973,"[-4, -4, 5] ⋅ [9, -8, -7]",-39,-36,-35
974,"[3, -6, -1] ⋅ [9, 9, 8]",-35,27,-8
975,"[7, -3, 6] ⋅ [-3, 1, 4]",0,-21,24
976,"[-3, 9, 2] ⋅ [3, 9, -9]",54,-9,-18
977,"[-7, -1, -2] ⋅ [7, -4, 6]",-57,-49,-12
978,"[2, -10, -2] ⋅ [4, -2, 7]",14,8,-14
979,"[3, 6, 7] ⋅ [-4, -2, -8]",-80,-12,-56
980,"[-10, 4, 4] ⋅ [-9, -9, 1]",58,90,4
981,"[5, -1, -4] ⋅ [-7, 8, 3]",-55,-35,-12
982,"[1, -8, 8] ⋅ [7, 1, -3]",-25,7,-24
983,"[-3, 2, 4] ⋅ [-7, -6, 1]",13,21,4
984,"[1, -7, -10] ⋅ [4, -2, 5]",-32,4,-50
985,"[9, 5, -5] ⋅ [1, 1, -2]",24,9,10
986,"[-8, -4, -5] ⋅ [8, -7, -3]",-21,-64,15
987,"[-3, 6, -7] ⋅ [4, 3, -10]",76,-12,70
988,"[7, -5, 0] ⋅ [7, 3, 2]",34,49,0
989,"[-3, -10, -7] ⋅ [4, 8, 0]",-92,-12,0
990,"[-3, -9, -9] ⋅ [-8, 3, -1]",6,24,9
991,"[-5, 2, 3] ⋅ [-9, 2, -2]",43,45,-6
992,"[-6, 2, -3] ⋅ [2, -5, 2]",-28,-12,-6
993,"[-4, 3, -2] ⋅ [-2, 5, 0]",23,8,0
994,"[0, 0, -7] ⋅ [2, -1, -8]",56,0,56
995,"[-9, -6, -4] ⋅ [-3, 2, -2]",23,27,8
996,"[-3, -2, 9] ⋅ [-7, 0, -6]",-33,21,-54
997,"[9, 4, 1] ⋅ [0, 0, 2]",2,0,2
998,"[2, -8, 3] ⋅ [0, 6, -5]",-63,0,-15
999,"[-8, -6, -2] ⋅ [7, 0, 7]",-70,-56,-14
